State,Start Time,End Time,Factory,Line,Good Glove,Produced Glove,Empty Link,Cuff TR,No beading ,Palm TR,Unstripped,No glove ,Functional,Others
Running,2022-05-06_21:00:00,2022-05-06_22:00:00,F32,11,27755,28108,104,78,1,4,144,83,2,41
Running,2022-05-06_22:00:00,2022-05-06_23:00:00,F32,11,27705,28104,107,127,3,1,149,82,4,33
Running,2022-05-06_23:00:00,2022-05-07_00:00:00,F32,11,27703,28130,82,134,3,5,143,102,2,38
Running,2022-05-07_00:00:00,2022-05-07_01:00:00,F32,11,27703,28114,95,130,7,2,119,100,3,50
Running,2022-05-07_01:00:00,2022-05-07_02:00:00,F32,11,27770,28123,84,95,3,1,136,92,2,24
Running,2022-05-07_02:00:00,2022-05-07_03:00:00,F32,11,27639,28112,93,143,1,7,166,122,2,32
Running,2022-05-07_03:00:00,2022-05-07_04:00:00,F32,11,27592,28119,93,150,6,5,232,91,4,39
Running,2022-05-07_04:00:00,2022-05-07_05:00:00,F32,11,27646,28119,96,201,3,9,133,85,5,37
Running,2022-05-07_05:00:00,2022-05-07_06:00:00,F32,11,27624,28115,94,166,3,6,197,89,3,27
Running,2022-05-07_06:00:00,2022-05-07_07:00:00,F32,11,27739,28121,89,83,2,9,170,89,5,24
Running,2022-05-07_07:00:00,2022-05-07_08:00:00,F32,11,27682,28114,95,84,3,7,215,89,5,29
Running,2022-05-07_08:00:00,2022-05-07_09:00:00,F32,11,27651,28120,89,42,1,7,265,120,5,29
Running,2022-05-07_09:00:00,2022-05-07_10:00:00,F32,11,27742,28117,89,52,0,4,180,115,2,22
Running,2022-05-07_10:00:00,2022-05-07_11:00:00,F32,11,27767,28108,98,35,1,10,188,75,2,30
Running,2022-05-07_11:00:00,2022-05-07_12:00:00,F32,11,27570,28119,94,43,2,3,388,83,2,28
Running,2022-05-07_12:00:00,2022-05-07_13:00:00,F32,11,27647,28122,91,37,2,10,251,146,5,24
Running,2022-05-07_13:00:00,2022-05-07_14:00:00,F32,11,27832,28116,95,23,0,11,124,101,5,20
Running,2022-05-07_14:00:00,2022-05-07_15:00:00,F32,11,27826,28127,84,20,2,11,141,97,4,26
Running,2022-05-08_10:23:18,2022-05-08_11:00:00,F32,11,16671,17059,66,63,5,0,289,0,5,26
Running,2022-05-08_11:00:00,2022-05-08_12:00:00,F32,11,24364,25031,93,88,5,12,205,307,4,46
Running,2022-05-08_12:00:00,2022-05-08_13:00:00,F32,11,27660,28105,107,82,3,3,93,212,9,43
Running,2022-05-08_13:00:00,2022-05-08_14:00:00,F32,11,27786,28111,98,59,1,3,80,144,6,32
Running,2022-05-08_14:00:00,2022-05-08_15:00:00,F32,11,27766,28110,101,80,5,5,96,109,3,46
Running,2022-05-08_15:00:00,2022-05-08_16:00:00,F32,11,27777,28119,88,84,2,3,67,133,7,46
Running,2022-05-08_16:00:00,2022-05-08_17:00:00,F32,11,27791,28113,93,94,3,7,65,107,12,34
Running,2022-05-08_17:00:00,2022-05-08_18:00:00,F32,11,27781,28107,105,95,3,2,79,98,8,41
Running,2022-05-08_18:00:00,2022-05-08_19:00:00,F32,11,27782,28113,102,85,0,2,85,116,5,38
Running,2022-05-08_19:00:00,2022-05-08_20:00:00,F32,11,27776,28104,107,89,0,5,66,111,9,48
Running,2022-05-08_20:00:00,2022-05-08_21:00:00,F32,11,27750,28116,94,128,5,6,65,104,2,56
Running,2022-05-08_21:00:00,2022-05-08_22:00:00,F32,11,27742,28103,108,135,1,2,80,99,8,36
Running,2022-05-08_22:00:00,2022-05-08_23:00:00,F32,11,27790,28115,90,101,5,4,59,107,10,39
Running,2022-05-08_23:00:00,2022-05-09_00:00:00,F32,11,27716,28095,111,105,3,4,68,130,10,59
Running,2022-05-09_00:00:00,2022-05-09_01:00:00,F32,11,27798,28103,107,76,0,4,83,97,4,41
